distance,rdistance,HU
96.4203,87.39,4494.442
96.5173,87.487,4388.339
96.6143,87.584,4226.641
96.7113,87.681,4147.614
96.8083,87.778,3986.79
96.9063,87.876,3833.741
97.0033,87.973,3671.336
97.1003,88.07,3611.158
97.1973,88.167,3563.459
97.2943,88.264,3710.358
97.3913,88.361,3970.384
97.4883,88.458,3889.556
97.5853,88.555,3794.12
97.6823,88.652,3865.631
97.7793,88.749,4001.385
97.8763,88.846,4129.728
97.9743,88.944,4095.049
98.0713,89.041,4060.303
98.1683,89.138,4067.446
98.2653,89.235,4063.437
98.3623,89.332,3960.975
98.4593,89.429,3915.432
98.5563,89.526,3907.293
98.6533,89.623,4086.411
98.7503,89.72,4224.669
98.8473,89.817,4225.834
98.9453,89.915,4184.917
99.0423,90.012,4263.996
99.1393,90.109,4359.874
99.2363,90.206,4418.192
99.3333,90.303,4354.886
99.4303,90.4,4247.496
99.5273,90.497,4174.472
99.6243,90.594,4091.419
99.7213,90.691,4025.762
99.8183,90.788,3988.945
99.9163,90.886,3929.098
100.0133,90.983,3726.919
100.1103,91.08,3560.817
100.2073,91.177,3505.6
100.3043,91.274,3507.782
100.4013,91.371,3504.543
100.4983,91.468,3329.538
100.5953,91.565,3178.8
100.6923,91.662,3291.092
100.7893,91.759,3371.482
100.8873,91.857,3158.47
100.9843,91.954,2959.033
101.0813,92.051,2904.984
101.1783,92.148,2946.666
101.2753,92.245,2997.926
101.3723,92.342,3087.031
101.4693,92.439,3213.76
101.5663,92.536,3235.687
101.6633,92.633,3188.882
101.7603,92.73,3211.503
101.8583,92.828,3301.458
101.9553,92.925,3293.833
102.0523,93.022,3285.935
102.1493,93.119,3369.377
102.2463,93.216,3394.998
102.3433,93.313,3432.346
102.4403,93.41,3432.442
102.5373,93.507,3454.233
102.6343,93.604,3429.493
102.7313,93.701,3548.249
102.8293,93.799,3747.125
102.9263,93.896,3745.931
103.0233,93.993,3687.643
103.1203,94.09,3589.913
103.2173,94.187,3596.208
103.3143,94.284,3789.066
103.4113,94.381,3754.097
103.5083,94.478,3641.495
103.6053,94.575,3445.3
103.7033,94.673,3438.595
103.8003,94.77,3508.12
103.8973,94.867,3516.484
103.9943,94.964,3507.038
104.0913,95.061,3446.526
104.1883,95.158,3474.684
104.2853,95.255,3646.459
104.3823,95.352,3767.187
104.4793,95.449,3775.11
104.5763,95.546,3738.569
104.6743,95.644,3713.967
104.7713,95.741,3864.806
104.8683,95.838,3975.59
104.9653,95.935,3986.547
105.0623,96.032,3972.821
105.1593,96.129,3899.587
105.2563,96.226,4025.619
105.3533,96.323,4107.776
105.4503,96.42,3996.494
105.5473,96.517,4004.688
105.6453,96.615,4142.693
105.7423,96.712,4228.692
105.8393,96.809,4225.375
105.9363,96.906,4236.433
106.0333,97.003,4196.105
106.1303,97.1,3967.356
106.2273,97.197,3886.062
106.3243,97.294,3993.19
106.4213,97.391,3923.981
106.5183,97.488,3795.762
106.6163,97.586,3782.531
106.7133,97.683,3698.545
106.8103,97.78,3557.886
106.9073,97.877,3626.786
107.0043,97.974,3902.284
107.1013,98.071,3961.115
107.1983,98.168,4059.257
107.2953,98.265,4171.092
107.3923,98.362,4221.016
107.4893,98.459,4319.417
107.5873,98.557,4447.571
107.6843,98.654,4547.519
107.7813,98.751,4490.865
107.8783,98.848,4538.935
107.9753,98.945,4583.612
108.0723,99.042,4748.307
108.1693,99.139,4970.343
108.2663,99.236,4966.696
108.3633,99.333,4923.088
108.4603,99.43,5013.908
108.5573,99.527,5013.619
108.6553,99.625,5145.885
108.7523,99.722,5233.149
108.8493,99.819,5205.045
108.9463,99.916,5194.439
109.0433,100.013,5204.331
109.1403,100.11,5173.051
109.2373,100.207,5179.152
109.3343,100.304,4962.888
109.4313,100.401,4851.054
109.5283,100.498,4791.308
109.6263,100.596,4704.263
109.7233,100.693,4691.049
109.8203,100.79,4632.271
109.9173,100.887,4512.669
110.0143,100.984,4521.791
110.1113,101.081,4558.817
110.2083,101.178,4327.536
110.3053,101.275,4235.94
110.4023,101.372,4456.338
110.4993,101.469,4490.993
110.5973,101.567,4382.696
110.6943,101.664,4449.934
110.7913,101.761,4452.471
110.8883,101.858,4304.998
110.9853,101.955,4209.653
111.0823,102.052,4054.838
111.1793,102.149,3902.257
111.2763,102.246,3747.835
111.3733,102.343,3754.579
111.4703,102.44,3718.057
111.5683,102.538,3627.005
111.6653,102.635,3654.573
111.7623,102.732,3817.241
111.8593,102.829,3877.827
111.9563,102.926,3795.474
112.0533,103.023,3667.487
112.1503,103.12,3673.159
112.2473,103.217,3740.785
112.3443,103.314,3828.953
112.4413,103.411,3902.436
112.5393,103.509,3883.652
112.6363,103.606,3844.323
112.7333,103.703,3831.457
112.8303,103.8,3892.114
112.9273,103.897,4046.815
113.0243,103.994,4145.675
113.1213,104.091,4244.8
113.2183,104.188,4301.972
113.3153,104.285,4250.112
113.4123,104.382,4075.482
113.5103,104.48,3942.051
113.6073,104.577,3800.712
113.7043,104.674,4002.323
113.8013,104.771,4187.172
113.8983,104.868,4282.358
113.9953,104.965,4314.212
114.0923,105.062,4282.694
114.1893,105.159,4364.189
114.2863,105.256,4385.73
114.3843,105.354,4463.891
114.4813,105.451,4488.098
114.5783,105.548,4588.875
114.6753,105.645,4542.185
114.7723,105.742,4345.233
114.8693,105.839,4354.62
114.9663,105.936,4369.555
115.0633,106.033,4265.93
115.1603,106.13,4190.631
115.2573,106.227,4173.484
115.3553,106.325,4228.533
115.4523,106.422,4376.501
115.5493,106.519,4387.795
115.6463,106.616,4396.55
115.7433,106.713,4464.931
115.8403,106.81,4471.347
115.9373,106.907,4469.986
116.0343,107.004,4333.456
116.1313,107.101,4143.103
116.2283,107.198,4140.752
116.3263,107.296,4135.679
116.4233,107.393,4296.605
116.5203,107.49,4379.238
116.6173,107.587,4382.259
116.7143,107.684,4484.94
116.8113,107.781,4629.898
116.9083,107.878,4611.305
117.0053,107.975,4591.651
117.1023,108.072,4715.389
117.1993,108.169,4839.71
117.2973,108.267,4816.211
117.3943,108.364,4715.747
117.4913,108.461,4682.115
117.5883,108.558,4862.856
117.6853,108.655,4920.523
117.7823,108.752,4806.311
117.8793,108.849,4879.5
117.9763,108.946,5002.215
118.0733,109.043,5001.586
118.1703,109.14,4968.231
118.2683,109.238,4879.328
118.3653,109.335,4797.78
118.4623,109.432,4981.265
118.5593,109.529,5211.424
118.6563,109.626,5285.656
118.7533,109.723,5394.662
118.8503,109.82,5586.594
118.9473,109.917,5658.414
119.0443,110.014,5542.392
119.1413,110.111,5598.507
119.2393,110.209,5634.151
119.3363,110.306,5568.78
119.4333,110.403,5627.301
119.5303,110.5,5778.815
119.6273,110.597,5730.521
119.7243,110.694,5678.632
119.8213,110.791,5621.528
119.9183,110.888,5530.927
120.0153,110.985,5557.602
120.1123,111.082,5622.864
120.2093,111.179,5793.949
120.3073,111.277,5812.707
120.4043,111.374,5763.803
120.5013,111.471,5389.922
120.5983,111.568,5262.953
120.6953,111.665,5372.931
120.7923,111.762,5512.547
120.8893,111.859,5608.567
120.9863,111.956,5710.292
121.0833,112.053,5775.681
121.1803,112.15,5778.902
121.2783,112.248,5757.376
121.3753,112.345,5738.454
121.4723,112.442,5663.408
121.5693,112.539,5623.897
121.6663,112.636,5711.064
121.7633,112.733,5766.034
121.8603,112.83,5656.428
121.9573,112.927,5555.281
122.0543,113.024,5483.205
122.1513,113.121,5590.408
122.2493,113.219,5653.072
122.3463,113.316,5438.854
122.4433,113.413,5213.603
122.5403,113.51,4880.342
122.6373,113.607,4792.163
122.7343,113.704,4840.662
122.8313,113.801,4824.906
122.9283,113.898,4789.828
123.0253,113.995,4722.406
123.1223,114.092,4695.151
123.2203,114.19,4746.015
123.3173,114.287,4811.582
123.4143,114.384,4897.014
123.5113,114.481,4950.786
123.6083,114.578,4910.359
123.7053,114.675,4701.719
123.8023,114.772,4706.206
123.8993,114.869,4791.703
123.9963,114.966,4822.035
124.0933,115.063,4859.572
124.1913,115.161,4816.659
124.2883,115.258,4831.647
124.3853,115.355,4959.502
124.4823,115.452,5000.73
124.5793,115.549,5108.06
124.6763,115.646,5073.436
124.7733,115.743,5004.288
124.8703,115.84,4974.775
124.9673,115.937,5045.551
125.0653,116.035,5190.13
125.1623,116.132,5204.459
125.2593,116.229,5061.36
125.3563,116.326,4978.536
125.4533,116.423,5054.518
125.5503,116.52,5129.378
125.6473,116.617,5153.833
125.7443,116.714,5067.284
125.8413,116.811,5014.898
125.9383,116.908,5099.54
126.0363,117.006,5251.8
126.1333,117.103,5389.105
126.2303,117.2,5386.082
126.3273,117.297,5389.593
126.4243,117.394,5411.651
126.5213,117.491,5387.919
126.6183,117.588,5294.06
126.7153,117.685,5296.864
126.8123,117.782,5412.343
126.9093,117.879,5420.641
127.0073,117.977,5395.563
127.1043,118.074,5302.791
127.2013,118.171,5225.458
127.2983,118.268,5323.522
127.3953,118.365,5344.313
127.4923,118.462,5181.616
127.5893,118.559,5138.884
127.6863,118.656,5227.416
127.7833,118.753,5336.741
127.8803,118.85,5309.491
127.9783,118.948,5242.841
128.0753,119.045,5000.259
128.1723,119.142,4834.453
128.2693,119.239,4734.53
128.3663,119.336,4560.916
128.4633,119.433,4369.081
128.5603,119.53,4251.678
128.6573,119.627,4255.677
128.7543,119.724,4218.425
128.8513,119.821,4111.173
128.9493,119.919,4016.388
129.0463,120.016,3995.424
129.1433,120.113,4064.698
129.2403,120.21,4193.637
129.3373,120.307,4255.686
129.4343,120.404,4288.189
129.5313,120.501,4422.352
129.6283,120.598,4366.073
129.7253,120.695,4266.822
129.8223,120.792,3890.602
129.9203,120.89,3385.326
130.0173,120.987,2775.113
