,top: 2019/4/27,,"Sample Site: -15.88526667, 54.52396667",,,,,,,,,,
,TROM2,1,1,116,58,8.82566540892424,10/05/2014 11:12:00,2014,5,10,2014.35797399042,,
,TROM2,1,1,117,58.5,8.81356688388166,28/04/2014 09:36:00,2014,4,28,2014.32392197125,,
,TROM2,1,1,118,59,8.80540785660007,16/04/2014 08:00:00,2014,4,16,2014.29106776181,,
,TROM2,1,1,119,59.5,8.8024521490348,04/04/2014 06:24:00,2014,4,4,2014.25821355236,,
,TROM2,1,1,120,60,8.81092456047012,23/03/2014 04:48:00,2014,3,23,2014.22689938398,,
,TROM2,1,1,121,60.5,8.79407045227318,11/03/2014 03:12:00,2014,3,11,2014.19404517454,,
,TROM2,1,1,122,61,8.80714797053858,27/02/2014 01:36:00,2014,2,27,2014.1545174538,,
,TROM2,1,1,123,61.5,8.79235108882328,15/02/2014,2014,2,15,2014.12166324435,,
,TROM2,1,1,124,62,8.81462098560472,29/01/2014,2014,1,29,2014.07665982204,,
,TROM2,1,1,125,62.5,8.83053367882828,12/01/2014,2014,1,12,2014.03011635866,,
,TROM2,1,1,126,63,8.84567469001066,26/12/2013,2013,12,26,2013.98511293634,,
,TROM2,1,1,127,63.5,8.89758361685409,09/12/2013,2013,12,9,2013.93856947296,,
,TROM2,1,1,128,64,8.90411676642089,22/11/2013,2013,11,22,2013.89082819986,,
,TROM2,1,1,129,64.5,8.95494460840603,05/11/2013,2013,11,5,2013.84428473648,,
,TROM2,1,1,130,65,8.97760389643019,19/10/2013,2013,10,19,2013.79928131417,,
,TROM2,1,1,131,65.5,9.00445823853891,02/10/2013,2013,10,2,2013.75273785079,,
,TROM2,1,1,132,66,9.02062359299587,15/09/2013,2013,9,15,2013.70499657769,,
,TROM2,1,1,133,66.5,8.99275968731199,26/08/2013 17:27:16,2013,8,26,2013.65177960301,,
,TROM2,1,1,134,67,8.99097619216803,07/08/2013 10:54:32,2013,8,7,2013.59976043806,,
,TROM2,1,1,135,67.5,9.00946249097275,19/07/2013 04:21:49,2013,7,19,2013.54928131417,,
,TROM2,1,1,136,68,8.98738575777405,29/06/2013 21:49:05,2013,6,29,2013.49332648871,,
,TROM2,1,1,137,68.5,8.95296575009236,10/06/2013 15:16:21,2013,6,10,2013.44130732375,,
,TROM2,1,1,138,69,8.92067487612387,22/05/2013 08:43:38,2013,5,22,2013.39082819986,,
,TROM2,1,1,139,69.5,8.89545585712736,03/05/2013 02:10:54,2013,5,3,2013.33880903491,,
,TROM2,1,1,140,70,8.86339177908224,13/04/2013 19:38:10,2013,4,13,2013.28285420945,,
,TROM2,1,1,141,70.5,8.8575990578422,25/03/2013 13:05:27,2013,3,25,2013.23237508556,,
,TROM2,1,1,142,71,8.839903878418,06/03/2013 06:32:43,2013,3,6,2013.1803559206,,
,TROM2,1,1,143,71.5,8.81360961278348,15/02/2013,2013,2,15,2013.12166324435,,
,TROM2,1,1,144,72,8.81626333105747,03/02/2013 05:32:18,2013,2,3,2013.08880903491,,
,TROM2,1,1,145,72.5,8.83821171416214,22/01/2013 11:04:36,2013,1,22,2013.05749486653,,
,TROM2,1,1,146,73,8.84684319779147,10/01/2013 16:36:55,2013,1,10,2013.02464065708,,
,TROM2,1,1,147,73.5,8.84891084887211,29/12/2012 22:09:13,2012,12,29,2012.99332648871,,
,TROM2,1,1,148,74,8.87953984182687,18/12/2012 03:41:32,2012,12,18,2012.96321013005,,
,TROM2,1,1,149,74.5,8.86785320587114,06/12/2012 09:13:50,2012,12,6,2012.9303559206,,
,TROM2,1,1,150,75,8.90006187609026,24/11/2012 14:46:09,2012,11,24,2012.89630390144,,
,TROM2,1,1,151,75.5,8.94124642644477,12/11/2012 20:18:27,2012,11,12,2012.86344969199,,
,TROM2,1,1,152,76,8.96918261075967,01/11/2012 01:50:46,2012,11,1,2012.83333333333,,
,TROM2,1,1,153,76.5,9.01032314364168,20/10/2012 07:23:04,2012,10,20,2012.80201916496,,
,TROM2,1,1,154,77,9.0155250090757,08/10/2012 12:55:23,2012,10,8,2012.76916495551,,
,TROM2,1,1,155,77.5,9.03334374400121,26/09/2012 18:27:41,2012,9,26,2012.73511293634,,
,TROM2,1,1,156,78,9.03606020338762,15/09/2012,2012,9,15,2012.70499657769,,
,TROM2,1,1,157,78.5,9.02752382455839,29/08/2012 14:46:09,2012,8,29,2012.65999315537,,
,TROM2,1,1,158,79,9.01285081386921,13/08/2012 05:32:18,2012,8,13,2012.61618754278,,
,TROM2,1,1,159,79.5,9.01095253082829,27/07/2012 20:18:27,2012,7,27,2012.57118412047,,
,TROM2,1,1,160,80,8.93513147859586,11/07/2012 11:04:36,2012,7,11,2012.52737850787,,
,TROM2,1,1,161,80.5,8.91356724470161,25/06/2012 01:50:46,2012,6,25,2012.48237508556,,
,TROM2,1,1,162,81,8.86248005300805,08/06/2012 16:36:55,2012,6,8,2012.43583162218,,
,TROM2,1,1,163,81.5,8.84151157143789,23/05/2012 07:23:04,2012,5,23,2012.39356605065,,
,TROM2,1,1,164,82,8.84155652532769,06/05/2012 22:09:13,2012,5,6,2012.34702258727,,
,TROM2,1,1,165,82.5,8.84925260473525,20/04/2012 12:55:23,2012,4,20,2012.30201916496,,
,TROM2,1,1,166,83,8.85440049091127,04/04/2012 03:41:32,2012,4,4,2012.25821355236,,
,TROM2,1,1,167,83.5,8.83824946896917,18/03/2012 18:27:41,2012,3,18,2012.21321013005,,
,TROM2,1,1,168,84,8.82703337608617,02/03/2012 09:13:50,2012,3,2,2012.16940451745,,
,TROM2,1,1,169,84.5,8.80408580555943,15/02/2012,2012,2,15,2012.12166324435,,
,TROM2,1,1,170,85,8.82384315823823,02/02/2012 06:00:00,2012,2,2,2012.08607118412,,
,TROM2,1,1,171,85.5,8.80775471046029,20/01/2012 12:00:00,2012,1,20,2012.05201916496,,
,TROM2,1,1,172,86,8.82234694049216,07/01/2012 18:00:00,2012,1,7,2012.01642710472,,
,TROM2,1,1,173,86.5,8.83276577170521,26/12/2011,2011,12,26,2011.98511293634,,
,TROM2,1,1,174,87,8.87282292197095,13/12/2011 06:00:00,2011,12,13,2011.94952087611,,
,TROM2,1,1,175,87.5,8.90842966945883,30/11/2011 12:00:00,2011,11,30,2011.91273100616,,
,TROM2,1,1,176,88,8.93522099498622,17/11/2011 18:00:00,2011,11,17,2011.87713894593,,
,TROM2,1,1,177,88.5,8.97282027963717,05/11/2011,2011,11,5,2011.84428473648,,
,TROM2,1,1,178,89,9.00888391056793,23/10/2011 06:00:00,2011,10,23,2011.81023271732,,
,TROM2,1,1,179,89.5,9.04732497390966,10/10/2011 12:00:00,2011,10,10,2011.77464065708,,
,TROM2,1,1,180,90,9.03853124969668,27/09/2011 18:00:00,2011,9,27,2011.73785078713,,
,TROM2,1,1,181,90.5,9.06570564921209,15/09/2011,2011,9,15,2011.70499657769,,
,TROM2,1,1,182,91,8.98824096909648,23/08/2011,2011,8,23,2011.64356605065,,
,TROM2,1,1,183,91.5,8.96205768846443,31/07/2011,2011,7,31,2011.58213552361,,
,TROM2,1,1,184,92,8.89474381968078,08/07/2011,2011,7,8,2011.51916495551,,
,TROM2,1,1,185,92.5,8.84257682389473,15/06/2011,2011,6,15,2011.45499657769,,
,TROM2,1,1,186,93,8.82515841284141,23/05/2011,2011,5,23,2011.39356605065,,
,TROM2,1,1,187,93.5,8.8202394827405,30/04/2011,2011,4,30,2011.32939767283,,
,TROM2,1,1,188,94,8.80889972404199,07/04/2011,2011,4,7,2011.26642710472,,
,TROM2,1,1,189,94.5,8.80601626089066,15/03/2011,2011,3,15,2011.20499657769,,
,TROM2,1,1,190,95,8.8220003050523,04/03/2011 08:28:14,2011,3,4,2011.17488021903,,
,TROM2,1,1,191,95.5,8.81247150253372,21/02/2011 16:56:28,2011,2,21,2011.13809034908,,
,TROM2,1,1,192,96,8.82481595714457,11/02/2011 01:24:42,2011,2,11,2011.1107118412,,
,TROM2,1,1,193,96.5,8.83210425996384,31/01/2011 09:52:56,2011,1,31,2011.08213552361,,
,TROM2,1,1,194,97,8.84994676972958,20/01/2011 18:21:10,2011,1,20,2011.05201916496,,
,TROM2,1,1,195,97.5,8.83837086690125,10/01/2011 02:49:24,2011,1,10,2011.02464065708,,
,TROM2,1,1,196,98,8.8382150330852,30/12/2010 11:17:38,2010,12,30,2010.99606433949,,
,TROM2,1,1,197,98.5,8.8611260939787,19/12/2010 19:45:52,2010,12,19,2010.96594798084,,
,TROM2,1,1,198,99,8.87858383398045,09/12/2010 04:14:07,2010,12,9,2010.93856947296,,
,TROM2,1,1,199,99.5,8.91318027102577,28/11/2010 12:42:21,2010,11,28,2010.90725530459,,
,TROM2,1,1,200,100,8.93265015869782,17/11/2010 21:10:35,2010,11,17,2010.87713894593,,
,TROM2,1,1,201,100.5,8.96427335474109,07/11/2010 05:38:49,2010,11,7,2010.84976043806,,
,TROM2,1,1,202,101,8.96509679738904,27/10/2010 14:07:03,2010,10,27,2010.82118412047,,
,TROM2,1,1,203,101.5,8.99425717775153,16/10/2010 22:35:17,2010,10,16,2010.79106776181,,
,TROM2,1,1,204,102,9.0059406912508,06/10/2010 07:03:31,2010,10,6,2010.76368925394,,
,TROM2,1,1,205,102.5,9.04794426443169,25/09/2010 15:31:45,2010,9,25,2010.73237508556,,
,TROM2,1,1,206,103,9.08074890790317,15/09/2010,2010,9,15,2010.70499657769,,
,TROM2,1,1,207,103.5,9.00726292830118,26/08/2010 17:27:16,2010,8,26,2010.65177960301,,
,TROM2,1,1,208,104,8.93679286700564,07/08/2010 10:54:32,2010,8,7,2010.59976043806,,
,TROM2,1,1,209,104.5,8.88481350335514,19/07/2010 04:21:49,2010,7,19,2010.54928131417,,
,TROM2,1,1,210,105,8.86052532660269,29/06/2010 21:49:05,2010,6,29,2010.49332648871,,
,TROM2,1,1,211,105.5,8.81905388321591,10/06/2010 15:16:21,2010,6,10,2010.44130732375,,
,TROM2,1,1,212,106,8.79443584893121,22/05/2010 08:43:38,2010,5,22,2010.39082819986,,
,TROM2,1,1,213,106.5,8.79460586078451,03/05/2010 02:10:54,2010,5,3,2010.33880903491,,
,TROM2,1,1,214,107,8.79302737002517,13/04/2010 19:38:10,2010,4,13,2010.28285420945,,
,TROM2,1,1,215,107.5,8.78722711866007,25/03/2010 13:05:27,2010,3,25,2010.23237508556,,
,TROM2,1,1,216,108,8.79840229593105,06/03/2010 06:32:43,2010,3,6,2010.1803559206,,
,TROM2,1,1,217,108.5,8.78377165011948,15/02/2010,2010,2,15,2010.12166324435,,
,TROM2,1,1,218,109,8.80043814081073,29/01/2010,2010,1,29,2010.07665982204,,
,TROM2,1,1,219,109.5,8.81577835349502,12/01/2010,2010,1,12,2010.03011635866,,
,TROM2,1,1,220,110,8.87366126688703,26/12/2009,2009,12,26,2009.98511293634,,
,TROM2,1,1,221,110.5,8.88064220617192,09/12/2009,2009,12,9,2009.93856947296,,
,TROM2,1,1,222,111,8.91635951619209,22/11/2009,2009,11,22,2009.89082819986,,
,TROM2,1,1,223,111.5,8.96857562835342,05/11/2009,2009,11,5,2009.84428473648,,
,TROM2,1,1,224,112,9.01757445048911,19/10/2009,2009,10,19,2009.79928131417,,
,TROM2,1,1,225,112.5,9.03474096754256,02/10/2009,2009,10,2,2009.75273785079,,
,TROM2,1,1,226,113,9.03692232751845,15/09/2009,2009,9,15,2009.70499657769,,
,TROM2,1,1,227,113.5,9.01053763032878,31/08/2009 20:18:27,2009,8,31,2009.66546885695,,
,TROM2,1,1,228,114,8.9901673089504,17/08/2009 16:36:55,2009,8,17,2009.62713894593,,
,TROM2,1,1,229,114.5,8.94544791069594,03/08/2009 12:55:23,2009,8,3,2009.58880903491,,
,TROM2,1,1,230,115,8.90144318627826,20/07/2009 09:13:50,2009,7,20,2009.55201916496,,
,TROM2,1,1,231,115.5,8.88092653135539,06/07/2009 05:32:18,2009,7,6,2009.51368925394,,
,TROM2,1,1,232,116,8.86958060803696,22/06/2009 01:50:46,2009,6,22,2009.4741615332,,
,TROM2,1,1,233,116.5,8.84960194345715,07/06/2009 22:09:13,2009,6,7,2009.43309377139,,
,TROM2,1,1,234,117,8.84892481702054,24/05/2009 18:27:41,2009,5,24,2009.39630390144,,
,TROM2,1,1,235,117.5,8.79286729691265,10/05/2009 14:46:09,2009,5,10,2009.35797399042,,
,TROM2,1,1,236,118,8.79518028480761,26/04/2009 11:04:36,2009,4,26,2009.31844626968,,
,TROM2,1,1,237,118.5,8.79915813180931,12/04/2009 07:23:04,2009,4,12,2009.28011635866,,
,TROM2,1,1,238,119,8.78454964303673,29/03/2009 03:41:32,2009,3,29,2009.24332648871,,
,TROM2,1,1,239,119.5,8.7837056018697,15/03/2009,2009,3,15,2009.20499657769,,
,TROM2,1,1,240,120,8.80945073497137,26/02/2009 16:36:55,2009,2,26,2009.15177960301,,
,TROM2,1,1,241,120.5,8.81249056181456,10/02/2009 09:13:50,2009,2,10,2009.10797399042,,
,TROM2,1,1,242,121,8.81500532285465,25/01/2009 01:50:46,2009,1,25,2009.06570841889,,
,TROM2,1,1,243,121.5,8.80429527833783,08/01/2009 18:27:41,2009,1,8,2009.01916495551,,
,TROM2,1,1,244,122,8.8125848941118,23/12/2008 11:04:36,2008,12,23,2008.97689938398,,
,TROM2,1,1,245,122.5,8.85464101103702,07/12/2008 03:41:32,2008,12,7,2008.93309377139,,
,TROM2,1,1,246,123,8.89583411191772,20/11/2008 20:18:27,2008,11,20,2008.88535249829,,
,TROM2,1,1,247,123.5,8.90965180046668,04/11/2008 12:55:23,2008,11,4,2008.84154688569,,
,TROM2,1,1,248,124,8.9206696242553,19/10/2008 05:32:18,2008,10,19,2008.79928131417,,
,TROM2,1,1,249,124.5,8.96722737623693,02/10/2008 22:09:13,2008,10,2,2008.75273785079,,
,TROM2,1,1,250,125,8.98603993090927,16/09/2008 14:46:09,2008,9,16,2008.70773442847,,
,TROM2,1,1,251,125.5,9.01192463802176,31/08/2008 07:23:04,2008,8,31,2008.66546885695,,
,TROM2,1,1,252,126,9.01609605396298,15/08/2008,2008,8,15,2008.62166324435,,
,TROM2,1,1,253,126.5,8.99535614791253,01/08/2008 01:50:46,2008,8,1,2008.58333333333,,
,TROM2,1,1,254,127,8.95362260240242,18/07/2008 03:41:32,2008,7,18,2008.54654346338,,
,TROM2,1,1,255,127.5,8.96084880135241,04/07/2008 05:32:18,2008,7,4,2008.50821355236,,
,TROM2,1,1,256,128,8.9365461836445,20/06/2008 07:23:04,2008,6,20,2008.46868583162,,
